Entity,Code,Year,Renewables (% equivalent primary energy),key,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Other renewables including bioenergy (TWh),Renewables (% electricity),Hydro (% equivalent primary energy),Hydro (% electricity),Wind Capacity,Wind (% equivalent primary energy),Wind (% electricity),Solar Capacity,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total
CIS (BP),,1992,5.3416343,CIS (BP)1992,0,216.0005,0,0.063,17.071505,5.340039,17.066526,,0,0,,0,0,
CIS (BP),,1993,5.9464073,CIS (BP)1993,0,222.579,0,0.06,18.61876,5.944767,18.613743,,0,0,,0,0,
CIS (BP),,1994,6.628401,CIS (BP)1994,0,226.33,0,0.061,20.671412,6.626581,20.66584,,0,0,,0,0,
CIS (BP),,1995,6.8596096,CIS (BP)1995,0,220.3152,0,0.059,20.628012,6.8577394,20.62249,,0,0,,0,0,
Greece,GRC,1996,3.991272,Greece1996,0.04,4.35,0,0,10.348892,3.9584968,10.254598,,0.03277506,0.09429515,0,0,0,
Greece,GRC,1997,3.4691076,Greece1997,0.04,3.88,0,0,9.055209,3.4363554,8.962809,0.029,0.03275249,0.09240009,0,0,0,
Greece,GRC,1998,3.1588402,Greece1998,0.07,3.72,0,0,8.205239,3.0979972,8.053692,0.0381,0.06084311,0.15154795,0,0,0,
Greece,GRC,1999,3.964062,Greece1999,0.16,4.59,0,0,9.6173315,3.828111,9.29338,0.1058,0.13505094,0.32395223,0,0,0,
Greece,GRC,2000,3.2847326,Greece2000,0.45,3.69,0,0,7.7499065,2.9272485,6.9075255,0.226,0.35748416,0.8423812,0,0,0,
Greece,GRC,2001,2.296041,Greece2001,0.76,2.1,0,0.08,5.5388093,1.638332,3.956292,0.27,0.5906433,1.431801,0.001,0,0,
Greece,GRC,2002,2.7831922,Greece2002,0.65,2.8,0,0.13,6.6357737,2.1714604,5.1899905,0.287,0.5048645,1.2048192,0.001,0,0,
Greece,GRC,2003,4.297642,Greece2003,1.02,4.77,0,0.1,10.172711,3.4701064,8.238341,0.371,0.7433862,1.761658,0.001,0,0,
Greece,GRC,2004,4.291226,Greece2004,1.12,4.67,0,0.12,10.051021,3.380731,7.942177,0.47,0.81117284,1.9047619,0.001,0.000725433,0,
Greece,GRC,2005,4.6003256,Greece2005,1.27,5.02,0,0.12,10.785798,3.5949855,8.446913,0.491,0.907166,2.136968,0.001,0.000715985,0,
Greece,GRC,2006,5.32195,Greece2006,1.7,5.86,0,0.11,12.747216,4.0574136,9.739073,0.749,1.1753702,2.8253284,0.005,0.000688866,0,
Greece,GRC,2007,3.1136858,Greece2007,1.82,2.59,0,0.18,7.319407,1.747085,4.1301227,0.846,1.2258589,2.9022484,0.009,0.000675652,0,
Canada,CAN,1985,31.611633,Canada1985,0.001,303.645,0,1.677,66.5168,31.424173,66.15123,,0.000103051,0.000217857,,0,0,
Greece,GRC,2008,3.9871402,Greece2008,2.24,3.31,0.01,0.19,9.138589,2.2862642,5.2606487,1.022,1.5476463,3.5600765,0.012,0.003452779,0.015893199,
Canada,CAN,1986,32.04593,Canada1986,0.001,310.635,0,1.865,66.69049,31.839462,66.29227,,0.000102063,0.000213409,,0,0,
Greece,GRC,2009,5.8433247,Greece2009,2.54,5.35,0.05,0.22,13.361716,3.821972,8.760439,1.171,1.8085735,4.1591616,0.046,0.035559833,0.08187326,
Canada,CAN,1987,31.649542,Canada1987,0.001,316.206,0,2.312,64.16609,31.401583,63.700134,,9.89E-05,0.000201451,,0,0,
Greece,GRC,2010,7.824593,Greece2010,2.71,7.47,0.16,0.19,18.351341,5.5325675,13.018473,1.298,2.0127866,4.7229,0.202,0.11717769,0.2788428,
Canada,CAN,1988,29.611338,Canada1988,0.001,307.435,0,2.485,61.2473,29.355091,60.756012,,9.51E-05,0.000197622,,0,0,
Greece,GRC,2011,6.159234,Greece2011,3.32,4.01,0.61,0.21,13.7692175,3.0217838,6.7747936,1.64,2.497435,5.6090555,0.612,0.45955828,1.0305796,
Canada,CAN,1989,27.817396,Canada1989,0.001,290.44974,0,3.477,59.010662,27.462397,58.3124,,9.42E-05,0.000200766,,0,0,
Greece,GRC,2012,8.102894,Greece2012,3.85,4.39,1.69,0.2,16.674896,3.5030727,7.2263374,1.753,3.0631,6.3374486,1.536,1.3477639,2.781893,
Greece,GRC,2013,12.095451,Greece2013,4.14,6.35,3.65,0.22,25.140057,5.3355875,11.116947,1.809,3.479987,7.2478995,2.579,3.0671642,6.390056,
Greece,GRC,2014,10.859847,Greece2014,3.69,4.48,3.79,0.22,24.190666,3.979024,8.8977165,1.978,3.2794054,7.328699,2.596,3.3709693,7.527309,
Greece,GRC,2015,13.008345,Greece2015,4.62,6.1,3.9,0.23,28.65136,5.326383,11.769245,2.091,4.0362773,8.913756,2.604,3.4065094,7.5245996,
Greece,GRC,2016,13.225245,Greece2016,5.15,5.54,3.93,0.27,27.366293,4.9049153,10.1819515,2.37,4.5536165,9.465172,2.604,3.4775965,7.222937,
Greece,GRC,2017,14.015645,Greece2017,5.54,3.96,3.99,0.31,25.009062,4.006211,7.176513,2.624,5.5979996,10.039869,2.60553,4.0354595,7.2308807,
Greece,GRC,2018,13.455227,Greece2018,6.3,5.74,3.79,0.31,30.309858,4.76642,10.779343,2.877495,5.228511,11.830986,2.65157,3.1458173,7.117371,
Greece,GRC,2019,13.694194,Greece2019,7.27,4,4.43,0.4,33.14121,3.370822,8.233841,3.589,6.1578507,14.965006,2.833794,3.7529316,9.1189785,
Greece,GRC,2020,16.707697,Greece2020,9.31,3.34,4.45,0.45,36.44103,3.1329842,6.935216,4.11925,8.832809,19.331396,3.28772,4.21888,9.240032,
Greece,GRC,2021,19.391674,Greece2021,10.48,5.9,5.25,0.5,40.494053,5.2092843,10.795974,4.45725,9.366068,19.176579,3.53,4.622667,9.606587,
High-income countries,,1996,6.7620964,High-income countries1996,8.173981,1293.0583,0.6781474,120.82481,15.717997,6.117345,14.285362,,0.038670316,0.09030394,0.1549,0.003208187,0.00749199,
High-income countries,,1997,6.8867207,High-income countries1997,10.701239,1325.2185,0.72652215,128.36581,15.886385,6.199481,14.3704815,6.445075,0.05006124,0.116042726,0.21,0.003398722,0.007878304,
High-income countries,,1998,6.74057,High-income countries1998,14.3348255,1293.2545,0.7846993,132.48087,15.207861,6.019334,13.649977,8.622175,0.06672015,0.15130049,0.2765,0.003652314,0.008282305,
High-income countries,,1999,6.7156973,High-income countries1999,19.039782,1302.7513,0.8750003,136.38516,15.054666,5.9653764,13.441944,11.936555,0.08718431,0.19645473,0.3825,0.004006647,0.009028357,
High-income countries,,2000,6.684971,High-income countries2000,28.42,1306.58,1.02,146.91,15.427468,5.8887806,13.5928335,15.336265,0.12885769,0.29566374,0.7332,0.004516056,0.010611436,
High-income countries,,2001,6.309144,High-income countries2001,34.46,1225.73,1.28,140,14.556357,5.458732,12.731035,21.634203,0.15505175,0.35791853,0.9993,0.006027658,0.01329471,
High-income countries,,2002,6.382186,High-income countries2002,48.13,1231.2,1.58,153.06999,14.549752,5.4178433,12.492262,28.230021,0.21265,0.48834684,1.31553,0.007471975,0.016031332,
High-income countries,,2003,6.2580495,High-income countries2003,58.57,1209.69,1.9399999,161.87,14.359082,5.2255855,12.129321,35.145906,0.2528891,0.5872698,1.80975,0.009193874,0.019451996,
High-income countries,,2004,6.301392,High-income countries2004,77.28,1222.62,2.56,175.16,14.458078,5.1458497,11.962978,42.3918,0.3261982,0.75616217,2.86397,0.011851341,0.02504885,
High-income countries,,2005,6.4346724,High-income countries2005,94.380005,1235.5599,3.6299999,189.22,14.595547,5.1430097,11.842522,52.081445,0.39469573,0.9046079,4.279644,0.016632387,0.03479261,
High-income countries,,2006,6.580689,High-income countries2006,117.71,1244.74,4.94,199.7,14.876226,5.146567,11.816191,63.402605,0.4864634,1.1174091,5.754938,0.022779096,0.04689492,
High-income countries,,2007,6.576808,High-income countries2007,150.54,1223.18,6.65,212.38,14.738652,4.958554,11.318805,77.706016,0.6121398,1.393035,8.0768394,0.030379012,0.06153636,
High-income countries,,2008,6.9807897,High-income countries2008,188.49,1263.91,11.03,220.06999,15.675601,5.140561,11.768666,94.42013,0.76690555,1.75509,14.1952,0.049751285,0.10270382,
High-income countries,,2009,7.495962,High-income countries2009,225.7,1268.63,18.67,230.18001,16.774733,5.342022,12.208108,117.29926,0.95364314,2.1719255,22.023602,0.08610393,0.17966262,
High-income countries,,2010,7.5286093,High-income countries2010,266.34,1275.78,29.63,254.89,16.753984,5.149876,11.701484,131.76678,1.0704849,2.4428768,38.649695,0.13092959,0.27176705,
High-income countries,,2011,8.076886,High-income countries2011,327.05,1306.09,57.440002,267.90997,18.009518,5.267457,12.010299,148.99736,1.3151914,3.0074253,67.32972,0.24543184,0.52819604,
High-income countries,,2012,8.542007,High-income countries2012,374.48,1308.42,86.86,288.31,18.882156,5.2945495,12.00435,175.1225,1.5137792,3.4357383,90.870625,0.37243533,0.7969136,
High-income countries,,2013,8.926266,High-income countries2013,440.21,1340.62,114.35,304.18,20.150127,5.3046904,12.28251,188.44655,1.7179496,4.0331216,112.3693,0.4787614,1.0476533,
High-income countries,,2014,9.211322,High-income countries2014,476.25,1334.65,159.16,321.38,20.927961,5.239438,12.189498,207.45534,1.8416593,4.349641,135.42244,0.6278342,1.4536248,
High-income countries,,2015,9.485086,High-income countries2015,542,1293,195.81999,338.98,21.546242,5.034197,11.755967,231.17795,2.112631,4.9278684,163.54958,0.76157564,1.780397,
High-income countries,,2016,9.798736,High-income countries2016,586.89,1317.39,231.7,339.53,22.341845,5.089785,11.88964,254.54794,2.2579434,5.296769,191.79188,0.8845543,2.091127,
High-income countries,,2017,10.217155,High-income countries2017,675.19,1318.28,277.67,348.8,23.55648,4.990214,11.852957,277.13322,2.5660882,6.070788,217.12705,1.0540221,2.4965947,
High-income countries,,2018,10.488907,High-income countries2018,715.88,1340.78,315.89,355.68002,24.216257,5.016103,11.901003,296.6019,2.668728,6.354279,246.0403,1.1870915,2.8038962,
High-income countries,,2019,10.854962,High-income countries2019,801.62,1299.52,362.61,357.65997,25.281904,4.852328,11.644653,321.7497,2.98815,7.1831036,290.9125,1.3704908,3.2492518,
High-income countries,,2020,12.457896,High-income countries2020,896.52,1338.78,438.72998,356.6,27.82383,5.370978,12.291169,351.42278,3.595906,8.230837,340.51756,1.7420933,4.0279245,
High-income countries,,2021,12.304638,High-income countries2021,924.33,1278.46,519.47,365.94,27.618486,4.9955883,11.433563,381.2118,3.569261,8.266497,395.40947,1.9719411,4.64574,
Central America (BP),,1985,26.790607,Central America (BP)1985,0,7.97932,0,0.93699,79.92793,24.008078,71.52853,,0,0,,0,0,
Hungary,HUN,1996,0.26410878,Hungary1996,0,0.21,0,0.05,0.74095184,0.2094838,0.5984611,,0,0,0,0,0,
Central America (BP),,1986,29.51356,Central America (BP)1986,0,9.32351,0,0.86075,87.975555,27.038864,80.54006,,0,0,,0,0,
Hungary,HUN,1997,0.28335416,Hungary1997,0,0.22,0,0.05,0.7627119,0.22401512,0.6214689,,0,0,0,0,0,
Central America (BP),,1987,28.839478,Central America (BP)1987,0,9.683975,0,0.910516,83.7704,26.380268,76.57098,,0,0,,0,0,
Hungary,HUN,1998,0.22453971,Hungary1998,0,0.16,0,0.06,0.5913978,0.15836203,0.4301075,,0,0,0,0,0,
Central America (BP),,1988,30.689192,Central America (BP)1988,0,10.314301,0,0.883962,86.227165,28.27689,79.42062,,0,0,,0,0,
Hungary,HUN,1999,0.2573081,Hungary1999,0,0.18,0,0.06,0.6344171,0.18542291,0.47581282,,0,0,0,0,0,
Central America (BP),,1989,31.697342,Central America (BP)1989,0,11.134195,0,1.171867,88.621956,28.691418,80.18277,,0,0,,0,0,
Hungary,HUN,2000,0.26188785,Hungary2000,0,0.18,0,0.06,0.68201196,0.1878388,0.51150894,,0,0,0,0,0,
Central America (BP),,1990,32.011864,Central America (BP)1990,0,11.642524,0,1.2207556,88.7516,28.972635,80.328865,,0,0,,0,0,
Hungary,HUN,2001,0.26927036,Hungary2001,0,0.19,0,0.07,0.7138935,0.190388,0.5216914,,0.001025911,0,0,0,0,
Central America (BP),,1991,29.80378,Central America (BP)1991,0,11.327269,0,1.3350639,82.9108,26.660654,74.16902,,0,0,,0,0,
Hungary,HUN,2002,0.24771267,Hungary2002,0,0.19,0,0.04,0.63623786,0.19945915,0.5255878,,0.001027376,0,0,0,0,
Central America (BP),,1992,27.094872,Central America (BP)1992,0,10.786794,0,1.8216531,72.96061,23.20656,62.419346,,0,0,,0,0,
Hungary,HUN,2003,0.3591855,Hungary2003,0,0.17,0,0.16,0.9668913,0.17438242,0.4980955,,0.004082854,0,0,0,0,
Central America (BP),,1993,27.504284,Central America (BP)1993,0,12.02355,0,1.72201,75.404205,24.08215,65.957756,,0,0,,0,0,
Hungary,HUN,2004,1.0114942,Hungary2004,0.01,0.2,0,0.73,2.78849,0.20446754,0.59329575,,0.005980216,0.029664788,0,0,0,
Central America (BP),,1994,25.134108,Central America (BP)1994,0,11.615682,0,1.6930572,70.89711,21.958849,61.878006,,0,0,,0,0,
Hungary,HUN,2005,1.9106504,Hungary2005,0.01,0.2,0,1.66,5.230769,0.1873205,0.55944055,,0.009273304,0.027972028,0,0,0,
Central America (BP),,1995,23.15871,Central America (BP)1995,0,11.462188,0,1.7508389,66.66999,20.100761,57.83564,,0,0,,0,0,
Hungary,HUN,2006,1.5408134,Hungary2006,0.04,0.19,0,1.26,4.1562066,0.17400205,0.5299861,,0.040226318,0.11157601,0,0,0,
Central America (BP),,1996,25.843018,Central America (BP)1996,0.022590363,13.225812,0,1.7394253,74.529434,22.816498,65.76752,,0.038971733,0.11233428,,0,0,
Hungary,HUN,2007,1.9637135,Hungary2007,0.11,0.21,0,1.56,4.7047048,0.19782889,0.5255255,,0.10362469,0.2752753,0.0004,0,0,
Central America (BP),,1997,24.035463,Central America (BP)1997,0.07571247,12.765683,0,1.8508323,69.64259,20.885935,60.510582,,0.123873085,0.35888448,,0,0,
Hungary,HUN,2008,2.4881732,Hungary2008,0.2,0.21,0,1.94,5.8720636,0.20224026,0.5247376,,0.19464435,0.4997501,0.001,0.000947963,0,
Central America (BP),,1998,21.429518,Central America (BP)1998,0.06420843,12.849074,0,1.6143209,62.552063,18.973137,55.32476,,0.09481113,0.27646473,,0,0,
Hungary,HUN,2009,3.3081076,Hungary2009,0.33,0.23,0,2.33,8.047897,0.23358423,0.6404901,,0.33910695,0.9189641,0.001,0.001029204,0,
Central America (BP),,1999,24.938816,Central America (BP)1999,0.09965608,14.995346,0,2.4137015,70.75126,21.375498,60.594986,,0.14205728,0.4027022,,0,0,
Hungary,HUN,2010,3.356313,Hungary2010,0.53,0.19,0,2.3,8.081349,0.1879174,0.5084292,,0.5267684,1.4182498,0.002,0.000999352,0,
Central America (BP),,2000,25.005505,Central America (BP)2000,0.17497908,15.36546,0,2.8056178,68.92432,20.973904,57.726505,,0.23884708,0.657379,,0,0,
Hungary,HUN,2011,3.0736933,Hungary2011,0.63,0.22,0,1.86,7.5235977,0.22744119,0.6107718,,0.6413432,1.7490283,0.004,0.001024391,0,
Central America (BP),,2001,22.210005,Central America (BP)2001,0.1794242,13.711556,0,3.053275,59.45524,18.009115,48.11211,,0.23566042,0.6295767,,0,0,
Hungary,HUN,2012,3.186504,Hungary2012,0.77,0.21,0.01,1.65,7.62565,0.23252289,0.6065858,,0.84186506,2.224148,0.012,0.008736822,0.028885039,
Central America (BP),,2002,23.18854,Central America (BP)2002,0.25431436,14.461675,0,3.326333,59.907238,18.60403,48.018154,,0.3271594,0.8444186,,0,0,
Hungary,HUN,2013,3.550579,Hungary2013,0.72,0.21,0.02,1.83,9.190083,0.24382737,0.6942149,,0.82180727,2.3801653,0.035,0.028618291,0.0661157,
Central America (BP),,2003,23.09387,Central America (BP)2003,0.23022385,15.09187,0,3.5462368,58.692875,18.486217,46.94561,,0.28200403,0.7161471,,0,0,
Hungary,HUN,2014,4.012245,Hungary2014,0.66,0.3,0.07,2.13,10.76661,0.34215328,1.0221466,,0.74630314,2.2487223,0.089,0.0761603,0.23850085,
Central America (BP),,2004,23.649473,Central America (BP)2004,0.25543404,16.035534,0,3.7201746,58.90136,18.945452,47.19944,,0.3017868,0.75185174,,0,0,
Hungary,HUN,2015,3.8928456,Hungary2015,0.69,0.23,0.14,2.16,10.63057,0.2509705,0.75932646,,0.74325883,2.2779794,0.172,0.15122585,0.46219873,
Central America (BP),,2005,25.031773,Central America (BP)2005,0.20231311,17.165888,0.000544388,4.018037,59.705555,20.039804,47.922073,,0.23618439,0.5647983,,0.000635336,0.00151977,
Hungary,HUN,2016,3.8303542,Hungary2016,0.68,0.26,0.24,2.07,10.216913,0.27131152,0.81735307,,0.71651375,2.1376927,0.235,0.25559852,0.7544797,
Central America (BP),,2006,24.877857,Central America (BP)2006,0.27216262,17.985403,0.000647665,4.3257513,59.50986,19.75044,47.39242,,0.2988719,0.7171619,,0.000710761,0.001706629,
Hungary,HUN,2017,3.8641884,Hungary2017,0.76,0.22,0.35,2.15,10.60006,0.21732947,0.67011875,,0.7487988,2.3149557,0.344,0.34476355,1.066098,
Central America (BP),,2007,24.036945,Central America (BP)2007,0.2403967,17.931458,0.000657647,4.7871113,57.446735,18.695751,44.86588,,0.25064313,0.6014909,,0.00068522,0.001645483,
Hungary,HUN,2018,4.1346164,Hungary2018,0.61,0.22,0.63,2.31,11.807077,0.21643312,0.6890072,,0.5917789,1.910429,0.728,0.61322725,1.9730661,
Central America (BP),,2008,25.583067,Central America (BP)2008,0.1980772,20.063591,0.00066069,4.950512,61.67,20.276876,49.075058,,0.20018283,0.48449203,,0.000667346,0.001616032,
Hungary,HUN,2019,4.9454613,Hungary2019,0.73,0.22,1.5,2.25,13.746709,0.20992695,0.643463,,0.6987978,2.1351273,1.4,1.4349798,4.387248,
Central America (BP),,2009,25.323349,Central America (BP)2009,0.42138657,18.846294,0.00073434,5.332244,59.11928,19.272787,45.29063,,0.43092263,1.0126587,,0.000750665,0.001764735,
Hungary,HUN,2020,5.8162417,Hungary2020,0.65,0.24,2.46,2.17,15.871191,0.23681465,0.6900518,,0.6357116,1.8688903,2.131,2.3865876,7.073031,
Central America (BP),,2010,27.258286,Central America (BP)2010,0.5218728,21.29564,0.001016093,5.8775225,64.44712,20.763596,49.553734,,0.5088345,1.214368,,0.000995304,0.00236439,
Hungary,HUN,2021,6.819573,Hungary2021,0.66,0.21,3.8,2.24,19.215796,0.19291607,0.5839822,,0.60386497,1.8353727,2.131,3.5173914,10.567297,
Central America (BP),,2011,25.818153,Central America (BP)2011,0.74175715,20.975985,0.001246614,5.9415684,62.33885,19.3856,47.273766,,0.6855176,1.6717048,,0.001153928,0.002809505,
India,IND,1996,6.789633,India1996,0.87838,69.05754,0.006060606,0.75614864,15.95155,6.626439,15.581385,,0.08428524,0.198188,0,0.000581402,0.001367449,0
Central America (BP),,2012,27.097425,Central America (BP)2012,1.1292565,22.435797,0.002050906,6.6694965,65.56455,19.885052,48.649414,,1.0008703,2.4486616,,0.001813748,0.004447151,
India,IND,1997,6.5708995,India1997,0.988,70.211006,0.006060606,0.9816667,15.386589,6.38415,14.965465,0.94,0.08983692,0.21059203,0,0.000550941,0.001291817,0
Central America (BP),,2013,26.951118,Central America (BP)2013,1.348979,21.88181,0.00303411,7.228454,64.07013,19.109922,46.023167,,1.1780967,2.8372557,,0.002652506,0.006381527,
India,IND,1998,7.3818183,India1998,1.079,83.63273,0.006060606,1.2925278,17.0291,7.1691933,16.558365,0.992,0.0924944,0.21363018,0,0.000519399,0.001199934,0
Central America (BP),,2014,26.720015,Central America (BP)2014,2.0939536,21.53884,0.012918322,7.673359,64.11243,18.091478,44.091583,,1.7588096,4.286476,,0.010850685,0.026444752,
India,IND,1999,7.1245966,India1999,1.446,82.24945,0.006060606,1.6860788,15.599825,6.8519936,15.026505,1.035,0.1204626,0.26417592,0,0.000504767,0.001107238,0
Central America (BP),,2015,26.518682,Central America (BP)2015,3.1353307,22.49091,0.5951424,7.8309464,65.91601,17.219925,43.53626,,2.4005322,6.069144,,0.45566437,1.1520332,
India,IND,2000,6.3762894,India2000,1.58,76.99,0.01,1.6860788,14.048197,6.1059093,13.474159,0.941,0.12546436,0.27651867,0.001084,0.000560992,0.001750118,0.9976683
Central America (BP),,2016,26.774618,Central America (BP)2016,3.2994716,22.886116,1.177065,8.585856,67.38702,16.701014,42.901005,,2.4077706,6.185001,,0.85895646,2.2064588,
India,IND,2001,5.9925246,India2001,2.09,72.02,0.01,2.06915,12.999709,5.6516166,12.288214,1.563,0.16360922,0.3566005,0.005535,0.000871889,0.001706223,1.0292509
Central America (BP),,2017,28.883213,Central America (BP)2017,3.2095747,27.22947,1.4604084,8.263187,74.73564,19.227581,50.669277,,2.266381,5.9724565,,1.0312401,2.7175646,
India,IND,2002,5.731832,India2002,2.09,68.54,0.01,2.1399007,11.938192,5.175481,11.242701,1.606,0.15742786,0.34282523,0.006705,0.000991478,0.001640312,1.0978676
Central America (BP),,2018,30.603235,Central America (BP)2018,4.4355497,26.94882,1.7993563,8.962807,74.690575,19.159931,47.757732,,3.153564,7.860522,,1.2792969,3.1887548,
India,IND,2003,5.6240616,India2003,2.6,69.3,0.02,2.7125397,11.695108,5.0190716,10.859857,2.461,0.18864053,0.40744048,0.007885,0.00117057,0.003134158,1.1321759
Central America (BP),,2019,26.696873,Central America (BP)2019,4.400176,21.58391,2.2198498,10.071673,66.17948,14.656917,37.31912,,2.988013,7.6080136,,1.5074263,3.8381753,
India,IND,2004,7.460849,India2004,5.23,100.64,0.02,3.3143632,15.63753,6.6703267,14.411731,3.813,0.3463505,0.7489403,0.00781,0.001205121,0.002864017,0.22170524
Central America (BP),,2020,32.442505,Central America (BP)2020,3.712633,26.932245,2.58506,9.697705,77.83653,19.929651,48.833633,,2.7473195,6.731757,,1.9129244,4.687238,
India,IND,2005,6.8943167,India2005,5.99,97.42,0.02,4.035136,15.254357,6.0594563,13.827854,4.4339,0.37263605,0.85022426,0.011567,0.001130894,0.002838812,0.915697
Central America (BP),,2021,31.522322,Central America (BP)2021,4.0649514,29.871407,3.0241053,10.043114,79.330315,19.601103,50.41548,,2.6673512,6.8606243,,1.9843658,5.1039352,
India,IND,2006,7.7062397,India2006,9.34,112.62,0.01,5.587,17.135258,6.6074295,15.128353,6.315,0.5478336,1.2546512,0.009603,0.000422705,0.00134331,0.82633024
India,IND,2007,7.8556447,India2007,11.68,122.61,0.06,7.403,17.801973,6.587422,15.398236,7.84452,0.62766165,1.4668576,0.025099,0.003169793,0.007535227,1.1078415
India,IND,2008,7.2570653,India2008,14.38,115.17,0.06,9.302,16.768267,5.809536,13.902536,10.2425,0.7252877,1.7358555,0.027723,0.003177944,0.00724279,1.7061033
India,IND,2009,6.4735703,India2009,16.27,106.34,0.08,11.642,15.269804,4.9468575,12.088074,10.925,0.75692874,1.8494731,0.039362,0.003489007,0.009093906,1.3065449
India,IND,2010,6.583671,India2010,19.46,108.74,0.11,14.295,15.21222,4.814256,11.599305,13.184,0.86136264,2.0757997,0.065362,0.005002669,0.011733709,2.1186633
India,IND,2011,7.501343,India2011,23.95,131.7,0.83,17.137,16.791103,5.462988,12.736944,16.179,0.9935197,2.3162475,0.563315,0.03430321,0.08027079,3.0859625
India,IND,2012,6.727289,India2012,27.43,115.78,2.1,19.936,15.135002,4.504078,10.604118,17.2997,1.0672175,2.5122728,0.978582,0.08165793,0.19233586,2.9523406
India,IND,2013,7.329665,India2013,30.01,131.98,3.43,22.478,16.394157,4.9313393,11.515173,18.4204,1.1211797,2.6183538,1.445827,0.12826869,0.29926535,2.8032334
India,IND,2014,7.344336,India2014,33.45,139,4.91,24.676,16.009254,4.827763,11.014089,22.4653,1.1619902,2.6505127,3.444008,0.17050447,0.3890588,3.0561516
India,IND,2015,7.1846457,India2015,32.74,133.28,6.57,30.617342,15.371873,4.469703,10.082,25.08819,1.098,2.476626,5.364984,0.22020715,0.49698934,6.019033
Finland,FIN,1997,17.178953,Finland1997,0.02,12.24,0,7.89,29.135336,10.008086,17.69809,0.012,0.013944432,0.028918449,,0.001010066,0,0
India,IND,2016,7.0113974,India2016,43.45,128.38,11.56,24.816965,14.854848,4.1017704,9.159336,28.70044,1.3883066,3.0999622,9.650521,0.36921155,0.82475406,7.3420486
India,IND,2017,7.511875,India2017,52.63,135.82,21.54,24.908186,15.966991,4.154272,9.232171,32.84846,1.6097115,3.577449,17.923256,0.65895945,1.4641507,6.7121634
India,IND,2018,7.9128056,India2018,60.31,139.75,36.33,27.22409,16.694954,3.9928124,8.850651,35.2881,1.7231226,3.8195543,27.124598,1.0380032,2.3008525,11.499806
Finland,FIN,1998,20.300835,Finland1998,0.02,15.05,0,9.33,34.78261,12.107919,21.454027,0.018,0.018657718,0.028510334,,0.001051616,0,0
India,IND,2019,8.849619,India2019,63.31,162.07,46.27,31.511576,18.691542,4.503677,9.99254,37.50518,1.7594463,3.9034224,34.860906,1.2857383,2.8528092,12.969542
Chile,CHL,1985,30.296179,Chile1985,0,11.07,0,0.195,80.23505,29.730808,78.84615,,0,0,,0,0,
Chile,CHL,1986,31.164711,Chile1986,0,11.83,0,0.28,81.713905,30.38825,79.82456,,0,0,,0,0,
India,IND,2020,9.730037,India2020,60.43,163.71,58.68,32.93788,20.205925,4.808334,10.476033,38.5586,1.774786,3.8670003,39.042656,1.7235659,3.7550154,14.492524
Chile,CHL,1987,32.0948,Chile1987,0,12.823,0,0.271,83.73729,31.37889,82.00423,,0,0,,0,0,
Chile,CHL,1988,28.36174,Chile1988,0,12.558,0,0.327,76.17498,27.586275,74.24179,,0,0,,0,0,
India,IND,2021,9.31085,India2021,68.09,160.33,68.31,35.473618,19.384392,4.2628875,9.355507,40.067266,1.8105556,3.973158,49.341508,1.8161811,3.9859955,23.029203
Chile,CHL,1989,21.771547,Chile1989,0,10.543,0,0.321,60.996014,21.07872,59.193756,,0,0,,0,0,
Finland,FIN,1999,17.990025,Finland1999,0.05,12.78,0,8.36,30.506763,10.481546,18.399078,0.039,0.04052539,0.071983874,,0.001157618,0,0
Chile,CHL,1990,18.957916,Chile1990,0,8.941428,0,0.963,53.834267,16.983301,48.6,,0,0,,0,0,
Israel,ISR,1996,0.035080772,Israel1996,0,0.024,0,0,0.0736888,0.035080772,0.0736888,,0,0,0,0,0,
Chile,CHL,1991,24.084661,Chile1991,0,13.135654,0,1.033,70.97458,22.199963,65.8,,0,0,,0,0,
Chile,CHL,1992,28.35539,Chile1992,0,16.74015,0,1.743,82.69866,25.490206,74.9,,0,0,,0,0,
Israel,ISR,1997,0.03341767,Israel1997,0,0.025,0,0,0.071202755,0.03341767,0.071202755,,0,0,0.0003,0,0,
Chile,CHL,1993,27.52927,Chile1993,0,17.217321,0,1.75,78.987724,24.807245,71.700005,,0,0,,0,0,
Chile,CHL,1994,25.954523,Chile1994,0,16.985472,0,1.786,74.26599,23.30869,67.2,,0,0,,0,0,
Israel,ISR,1998,0.031755347,Israel1998,0,0.025,0,0,0.06583036,0.031755347,0.06583036,,0,0,0.0003,0,0,
Chile,CHL,1995,26.028479,Chile1995,0,18.413738,0,1.879,72.40424,23.44569,65.7,,0,0,,0,0,
Finland,FIN,2000,19.702833,Finland2000,0.08,14.66,0,8.64,33.5005,12.010572,21.005875,0.038,0.06301958,0.114629604,,0.001313843,0,0
Israel,ISR,1999,0.040444106,Israel1999,0,0.033,0,0,0.084124655,0.040444106,0.084124655,,0,0,0.0004,0,0,
Israel,ISR,2000,0.040315732,Israel2000,0,0.03,0,0,0.07481297,0.040315732,0.07481297,,0,0,0,0,0,
Israel,ISR,2001,0.025859207,Israel2001,0.01,0.01,0,0,0.04840271,0.012929603,0.024201356,,0.012929603,0.024201356,0,0,0,
